,url_length,count-letters,count-,hostname_length,count-www,fd_length,count.,count-digits,count_dir,tld_length
0,134,83,0,12,0,7,9,33,2,3
1,161,64,3,9,0,5,1,44,4,3
2,144,113,0,13,0,10,2,6,3,6
3,95,64,8,11,0,4,1,14,5,3
4,115,96,12,8,0,11,1,0,3,3
5,97,72,10,13,0,9,1,8,3,3
6,98,81,7,11,0,2,1,0,6,3
7,289,114,1,11,0,4,2,93,1,3
8,166,63,2,7,0,4,1,51,4,3
9,98,71,12,10,0,6,2,8,2,2
10,120,89,10,14,0,12,2,10,6,3
11,88,62,7,12,0,8,1,10,5,3
12,88,75,4,13,0,16,2,0,4,3
13,97,73,11,6,0,6,1,6,3,3
14,107,46,8,13,0,4,1,45,4,3
15,143,96,2,15,0,16,4,21,3,2
16,89,66,6,17,0,4,1,8,5,3
17,91,73,12,17,0,66,2,0,1,3
18,105,80,17,13,0,83,1,2,2,4
19,90,72,8,11,0,2,1,0,6,3
20,88,63,6,14,0,4,1,8,7,3
21,96,70,9,14,0,5,1,9,4,3
22,118,93,12,13,0,9,1,6,3,3
23,333,105,10,9,0,4,3,112,4,3
24,87,64,6,14,0,4,1,8,5,3
25,116,81,0,15,0,16,14,14,3,2
26,183,71,2,7,0,4,1,54,4,3
27,174,69,2,7,0,4,1,50,4,3
28,113,82,0,10,0,4,2,6,2,3
29,111,63,0,7,0,8,4,31,1,2
30,144,71,0,13,0,1,1,28,4,2
31,86,70,10,8,0,5,1,0,2,3
32,70,48,1,16,1,3,3,8,3,3
33,87,54,8,11,0,4,2,15,5,5
34,90,70,8,6,0,7,1,4,4,3
35,104,44,0,14,0,4,1,28,5,2
36,224,76,5,9,0,5,1,73,4,3
37,103,41,0,9,0,3,1,29,3,2
38,94,70,11,13,0,17,2,6,2,2
39,83,58,10,10,0,6,2,8,2,2
40,129,83,0,13,0,13,2,27,2,3
41,96,79,1,13,0,6,2,0,1,3
42,85,65,4,10,0,6,1,4,6,3
43,94,73,14,10,0,2,1,0,3,3
44,97,72,11,10,0,6,1,6,4,3
45,113,73,6,7,0,11,2,23,4,3
46,99,75,11,11,0,7,1,7,2,3
47,107,67,14,9,0,7,2,19,2,2
48,117,90,14,7,0,8,1,6,3,3
49,105,77,9,14,0,7,2,8,6,3
50,95,72,9,10,0,15,1,6,2,3
51,90,67,8,13,0,7,1,7,4,3
52,122,94,11,14,0,4,1,8,5,3
53,98,63,3,14,1,2,7,13,7,3
54,98,38,0,7,0,4,1,30,3,2
55,188,153,1,15,0,9,1,6,3,3
56,97,74,0,9,0,6,2,3,3,2
57,86,61,5,11,0,4,1,8,5,3
58,85,65,7,6,0,6,1,6,3,3
59,88,74,2,6,0,2,1,1,7,2
60,180,145,1,15,0,9,1,6,3,3
61,92,74,10,12,0,72,2,2,1,2
62,148,66,5,11,0,4,1,31,2,2
63,107,78,0,10,0,4,2,4,2,3
64,89,75,0,6,0,12,1,2,8,2
65,83,62,7,10,0,6,1,6,4,3
66,93,68,11,8,0,4,1,6,4,3
67,101,83,1,13,0,6,2,0,1,3
68,113,67,0,9,0,8,3,21,2,2
69,85,60,13,11,0,66,2,6,1,2
70,65,47,0,10,0,1,1,5,3,3
71,109,90,9,15,0,12,2,1,4,6
72,93,49,0,10,0,13,2,31,1,2
73,111,94,9,17,0,7,1,0,4,3
74,128,110,9,17,0,7,1,0,5,3
75,96,74,8,8,0,4,1,6,4,3
76,109,90,6,9,0,2,2,1,7,5
77,87,67,7,9,0,19,1,6,3,3
78,113,92,1,10,0,5,2,4,4,2
79,142,113,12,11,0,7,2,5,4,3
80,88,65,8,10,0,7,1,6,5,3
81,106,78,0,10,0,4,2,3,2,3
82,87,62,13,11,0,68,2,6,1,2
83,97,64,15,15,0,13,3,10,2,6
84,136,52,0,9,0,4,1,41,2,2
85,88,61,8,11,0,7,2,10,3,2
86,112,88,9,13,0,9,1,6,3,3
87,87,50,0,15,0,4,1,23,10,3
88,86,59,8,11,0,7,2,10,3,2
89,164,121,18,11,0,4,2,15,5,5
90,123,94,14,17,0,9,1,8,3,3
91,127,93,7,13,0,16,2,17,3,3
92,119,92,14,12,0,7,1,7,2,3
93,107,45,8,13,0,4,1,46,4,3
94,87,51,0,15,0,4,1,22,10,3
95,111,77,4,10,0,7,2,16,7,2
96,99,45,0,12,0,3,1,23,2,2
97,92,64,14,6,0,6,1,7,3,3
98,115,85,10,14,0,4,2,8,7,3
99,100,77,14,15,0,77,2,3,1,3
100,91,41,0,9,0,3,1,21,3,2
101,127,99,9,14,0,10,2,8,6,3
102,164,104,0,12,0,7,14,37,2,3
103,113,72,16,9,0,8,2,18,2,2
104,102,47,5,10,0,5,1,37,5,3
105,132,98,14,14,0,7,2,9,6,3
106,91,67,11,7,0,8,1,6,3,3
107,96,80,10,12,0,76,2,0,1,2
108,96,79,5,9,0,4,1,0,6,3
109,93,74,3,14,0,6,2,4,3,3
110,141,84,2,15,0,7,3,26,3,2
111,66,41,0,16,1,10,3,16,3,3
112,107,80,14,7,0,8,1,6,3,3
113,83,67,0,6,0,4,2,3,3,2
114,280,122,1,11,0,4,2,79,1,3
115,121,104,8,15,0,12,2,0,4,6
116,99,85,6,17,0,6,1,0,4,3
117,94,67,11,15,0,56,1,8,2,3
118,85,41,0,9,0,3,1,17,3,2
119,130,107,1,15,0,9,1,2,3,3
120,91,51,2,9,0,8,3,19,2,2
121,109,73,6,11,0,4,1,19,7,3
122,119,100,11,17,0,7,1,0,4,3
123,96,75,9,6,0,7,1,4,4,3
124,64,47,0,10,0,1,1,4,3,3
125,99,72,14,13,0,7,2,6,2,2
126,78,59,9,14,0,4,1,4,2,3
127,100,79,7,15,0,6,1,6,2,3
128,136,92,15,11,0,4,2,19,5,5
129,115,74,16,11,0,4,2,15,5,5
130,86,72,3,13,0,8,2,0,6,3
131,89,70,6,15,0,9,1,6,3,3
132,92,70,10,6,0,7,1,4,4,3
133,90,64,4,15,0,10,1,12,2,3
134,124,97,8,14,0,4,2,8,6,3
135,117,72,0,12,0,7,6,30,2,3
136,102,76,7,13,0,9,1,10,3,3
137,104,65,13,9,0,7,2,19,2,2
138,88,66,4,12,0,8,1,8,6,3
139,309,122,1,11,0,4,2,99,1,3
140,146,114,19,10,0,7,1,7,2,3
141,88,36,1,9,0,5,1,25,4,3
142,87,72,5,11,0,2,1,0,6,3
143,115,81,8,10,0,7,2,9,2,2
144,353,107,7,9,0,4,1,127,4,3
145,402,123,10,9,0,4,1,141,4,3
146,90,68,6,6,0,8,1,8,4,2
147,108,83,12,6,0,6,1,6,3,3
148,101,82,11,12,0,81,2,2,1,2
149,139,92,0,12,0,7,9,29,2,3
150,130,111,10,17,0,7,1,0,5,3
151,83,62,10,15,0,60,1,5,1,3
152,72,39,0,13,1,11,3,23,4,3
153,96,70,12,10,0,6,1,6,4,3
154,99,33,0,9,0,81,1,33,2,4
155,56,47,2,0,0,10,3,0,4,-1
156,119,85,7,13,0,16,2,17,3,3
157,135,84,0,13,0,7,5,28,2,3
158,129,83,0,13,0,13,2,27,2,3
159,93,60,1,15,0,7,2,18,3,2
160,309,103,6,9,0,4,1,102,4,3
161,84,61,9,7,0,5,1,7,3,2
162,106,77,0,10,0,4,2,4,2,3
163,98,74,6,14,0,10,2,8,3,3
164,99,83,5,15,0,12,2,0,4,6
165,97,63,8,7,0,5,1,16,3,2
166,100,62,0,15,0,16,5,19,3,2
167,93,71,8,11,1,5,3,0,1,3
168,90,63,2,10,0,7,2,12,6,2
169,83,63,7,15,0,9,1,6,3,3
170,87,51,0,15,0,4,1,22,10,3
171,67,54,6,23,1,35,2,0,2,3
172,104,77,15,7,0,8,1,5,3,3
173,108,76,1,15,0,7,10,15,3,2
174,99,46,0,23,0,0,1,25,1,3
175,137,85,0,12,0,7,9,34,2,3
176,118,64,9,10,0,5,1,36,5,3
177,94,65,13,13,0,6,2,9,2,2
178,168,62,4,9,0,5,1,50,4,3
179,100,78,2,7,0,11,2,6,3,3
180,87,52,0,15,0,4,1,21,10,3
181,149,108,5,17,0,14,3,17,1,3
182,102,78,5,9,0,5,5,3,6,3
183,124,89,16,14,0,2,1,9,6,3
184,87,67,8,6,0,7,1,4,4,3
185,85,55,12,15,0,7,3,10,2,6
186,84,61,8,11,0,7,2,6,3,2
187,110,78,14,12,0,90,2,12,1,3
188,126,103,14,9,0,4,1,0,3,3
189,163,92,0,12,0,7,10,52,2,3
190,131,92,0,13,0,13,2,9,2,3
191,108,79,0,10,0,4,2,4,2,3
192,84,60,6,14,0,10,1,8,6,3
193,46,40,0,0,1,17,3,0,2,-1
194,139,97,17,11,0,4,2,15,5,5
195,87,64,9,7,0,5,1,7,3,2
196,93,70,9,7,0,8,1,7,3,3
197,108,90,2,9,0,5,3,2,6,3
198,88,68,3,14,0,4,1,7,4,3
199,87,53,0,15,0,4,1,20,10,3
200,85,71,7,17,0,4,1,0,3,3
201,89,67,8,10,0,6,1,6,4,3
202,116,81,14,14,0,1,1,13,2,3
203,92,40,2,10,0,3,1,39,6,3
204,96,62,9,11,0,4,2,15,5,5
205,120,75,0,14,0,8,1,26,7,3
206,103,82,0,13,0,10,2,6,3,6
207,121,95,0,13,0,4,2,6,3,6
208,87,49,0,15,0,4,1,24,10,3
209,87,54,0,15,0,4,1,19,10,3
210,182,65,5,9,0,4,1,56,4,3
211,110,71,6,10,0,7,2,14,2,2
212,85,65,4,10,0,6,1,4,6,3
213,86,62,11,7,0,8,1,6,3,3
214,131,84,0,12,0,7,9,29,2,3
215,94,66,13,13,0,27,2,8,2,2
216,165,59,2,7,0,4,1,54,4,3
217,83,64,4,15,0,4,1,8,3,3
218,101,74,8,14,0,8,2,8,6,3
219,309,97,6,9,0,4,1,108,4,3
220,106,77,0,10,0,4,2,4,2,3
221,167,100,0,12,0,7,18,40,2,3
222,129,112,5,12,0,18,3,0,6,6
223,113,38,2,7,0,4,1,41,4,3
224,119,92,14,15,0,9,1,6,3,3
225,1189,308,0,12,0,11,15,784,1,3
226,100,64,5,15,0,16,2,18,3,2
227,39,33,0,0,0,3,3,0,3,-1
228,83,32,0,16,0,3,1,26,3,3
229,132,88,0,12,0,7,9,26,2,3
230,99,76,11,7,0,8,1,5,3,3
231,84,70,7,17,0,4,1,0,3,3
232,100,74,12,8,0,4,1,6,4,3
233,97,74,1,9,0,5,2,2,3,5
234,110,79,13,14,0,4,1,9,5,3
235,88,69,13,17,0,63,2,0,1,3
236,134,85,0,12,0,7,9,31,2,3
237,54,47,0,27,1,7,2,0,2,3
238,112,47,0,13,0,0,1,49,1,3
239,83,56,8,10,0,65,2,13,1,2
240,173,127,3,16,0,8,6,17,4,6
241,345,131,1,11,0,4,2,114,1,3
242,351,284,48,10,0,7,1,12,3,3
243,84,44,1,13,0,8,1,17,3,3
244,85,64,6,17,0,8,2,8,2,3
245,166,102,0,12,0,7,17,38,2,3
246,111,67,0,7,0,4,1,15,3,2
247,81,27,0,9,0,63,1,27,2,4
248,85,63,2,9,0,5,5,4,5,3
249,127,94,10,13,0,5,1,11,3,2
250,135,84,0,13,0,7,5,28,2,3
251,91,46,0,15,0,9,2,13,1,3
252,264,208,41,10,0,7,1,8,3,3
253,82,60,0,14,1,3,3,6,4,3
254,84,71,6,13,0,8,1,0,3,3
255,145,94,0,12,0,7,14,28,2,3
256,129,111,6,15,0,16,2,1,6,6
257,127,84,0,12,0,7,8,26,2,3
258,107,77,14,13,0,17,2,8,3,2
259,84,42,4,10,0,5,1,29,5,3
260,126,84,0,15,0,16,2,20,3,2
261,90,75,0,6,0,12,1,3,8,2
262,87,67,5,6,0,8,1,8,3,2
263,105,81,12,7,0,8,1,5,3,3
264,95,71,6,6,0,8,1,9,5,2
265,126,86,15,11,0,4,2,15,5,5
266,370,142,1,11,0,4,2,119,1,3
267,136,117,7,15,0,16,2,1,6,6
268,87,40,1,6,0,2,1,18,4,2
269,92,58,0,14,1,4,3,20,4,3
270,126,83,0,18,0,11,2,24,9,3
271,72,50,3,31,0,6,8,5,3,16
272,90,72,0,12,0,0,1,0,1,2
273,153,95,0,12,0,7,13,36,2,3
274,72,28,0,9,0,54,1,20,2,4
275,110,82,1,15,0,16,2,10,3,2
276,86,71,8,11,0,32,1,0,3,3
277,85,70,9,8,0,5,1,0,2,3
278,88,70,10,15,0,9,2,0,3,6
279,113,91,3,14,0,11,2,6,6,6
280,86,59,0,9,0,9,2,11,1,3
281,111,81,0,10,0,4,2,5,2,3
282,140,84,0,12,0,7,9,38,2,3
283,84,71,2,10,0,10,2,0,6,3
284,271,116,1,11,0,4,2,79,1,3
285,91,65,7,12,0,5,1,10,5,3
286,127,85,17,11,0,4,2,15,5,5
287,138,87,0,12,0,7,10,32,2,3
288,103,75,10,10,0,66,1,10,4,3
289,124,99,6,13,0,5,1,7,3,2
290,87,71,0,14,0,7,2,0,2,3
291,104,76,9,12,0,9,1,10,5,3
292,97,67,1,15,0,7,9,14,3,2
293,83,65,7,13,0,8,1,4,3,3
294,135,81,0,12,0,7,8,37,2,3
295,83,39,0,14,0,4,1,19,5,2
296,85,59,0,11,0,6,2,15,4,3
297,88,74,0,15,0,8,1,1,5,3
298,86,55,0,11,0,5,1,17,1,3
299,120,94,2,9,0,9,2,3,2,5
300,91,65,12,11,0,3,2,6,3,2
301,125,90,14,15,0,74,1,11,2,3
302,90,70,9,15,0,67,1,5,1,3
303,98,75,5,14,0,8,2,8,3,3
304,90,74,10,8,0,5,1,0,2,3
305,97,53,5,10,0,5,1,30,5,3
306,106,62,0,7,0,4,1,15,3,2
307,94,66,0,19,0,2,3,16,6,3
308,122,100,15,13,0,12,1,0,3,3
309,67,44,1,16,0,5,4,11,3,2
310,86,57,5,15,0,7,2,14,3,2
311,104,66,12,14,0,5,1,17,5,3
312,93,71,0,10,0,8,7,3,5,2
313,84,61,9,7,0,8,1,7,3,3
314,226,117,5,10,0,4,1,32,4,2
315,89,62,9,7,0,66,1,11,3,3
316,84,65,11,11,0,2,1,2,2,3
317,163,140,16,12,0,6,2,0,2,2
318,103,89,4,11,0,2,1,0,6,3
319,90,33,0,9,0,72,1,27,2,4
320,101,83,9,15,0,16,2,0,4,6
321,105,77,0,11,0,11,1,12,2,2
322,95,69,8,10,0,11,1,10,2,3
323,114,90,12,10,0,8,1,6,2,3
324,91,68,13,13,0,69,1,4,2,4
325,87,53,0,15,0,4,1,20,10,3
326,116,82,4,10,0,7,2,16,7,2
327,154,89,0,15,0,16,2,33,3,2
328,110,86,8,11,0,6,2,3,2,3
329,103,72,3,10,0,7,2,16,5,2
330,139,111,11,11,0,7,2,5,4,3
331,92,75,1,15,0,9,1,2,3,3
332,87,72,4,6,0,2,2,1,5,2
333,95,53,0,9,0,8,3,18,2,2
334,104,51,0,17,0,1,3,41,3,3
335,119,84,17,15,0,21,3,10,2,6
336,96,71,12,11,0,7,1,7,2,3
337,84,61,4,12,0,8,1,9,6,3
338,183,62,2,7,0,4,1,63,4,3
339,105,41,1,9,0,5,1,31,4,3
340,102,70,0,10,0,4,2,10,3,3
341,98,70,1,12,0,10,4,6,8,3
342,76,59,0,13,0,9,2,2,1,2
343,120,94,13,16,0,7,1,7,2,3
344,104,73,3,10,0,7,2,18,5,2
345,138,113,0,13,0,9,2,6,3,6
346,115,87,15,10,0,7,1,7,2,3
347,111,80,17,15,0,21,3,6,2,6
348,88,70,3,11,0,5,2,3,5,2
349,86,63,10,13,0,9,1,6,3,3
350,254,82,8,13,0,4,1,86,6,3
351,95,70,7,15,0,44,1,8,2,3
352,137,102,14,14,0,9,1,11,6,3
353,107,92,4,13,0,2,2,0,6,2
354,122,100,6,10,1,13,3,0,3,3
355,94,69,11,8,0,4,1,6,4,3
356,114,83,8,11,0,4,1,11,5,3
357,118,90,13,13,0,9,1,8,3,3
358,88,72,6,11,0,2,1,0,6,3
359,140,88,0,12,0,7,11,32,2,3
360,112,75,8,10,0,7,2,10,2,2
361,88,62,8,12,0,10,1,11,3,3
362,84,56,7,8,0,7,1,13,4,2
363,92,71,12,15,0,69,2,3,1,3
364,120,91,16,15,0,9,1,6,3,3
365,89,66,8,13,0,4,1,6,5,3
366,87,52,0,15,0,4,1,21,10,3
367,100,78,15,13,0,12,1,0,3,3
368,108,67,15,9,0,7,2,19,2,2
369,86,73,7,12,0,66,2,0,1,2
370,102,89,2,20,0,4,2,0,6,3
371,118,76,16,9,0,8,2,19,2,2
372,91,70,10,15,0,68,1,5,1,3
373,149,112,18,10,0,11,1,10,2,3
374,170,134,12,18,0,7,4,8,9,6
375,128,107,0,15,0,9,1,2,3,3
376,113,85,13,7,0,8,1,8,3,3
377,170,72,4,9,0,17,1,46,3,3
378,85,65,4,10,0,5,1,4,6,3
379,90,33,0,9,0,72,1,27,2,4
380,101,87,4,13,0,16,2,0,5,3
381,104,80,15,15,0,81,2,3,1,3
382,89,62,8,10,0,4,1,10,5,3
383,83,41,1,13,0,17,2,19,1,3
384,118,99,10,17,0,7,1,0,5,3
385,107,78,9,11,0,4,2,6,8,3
386,85,71,6,10,1,10,2,0,3,6
387,103,76,14,13,0,7,2,6,2,2
388,109,85,15,9,0,5,1,0,5,3
389,85,58,10,10,0,4,1,8,5,3
390,89,63,6,14,0,4,2,8,7,3
391,118,93,12,13,0,9,1,6,3,3
392,142,107,19,10,0,8,1,7,2,3
393,88,65,5,12,0,9,1,8,4,3
394,99,70,10,14,0,2,2,8,6,3
395,85,68,8,15,0,9,1,2,3,3
396,90,63,10,10,0,65,1,10,3,3
397,114,81,18,13,0,13,2,7,3,2
398,86,73,4,17,0,7,1,0,5,3
399,94,65,12,14,0,64,1,10,3,3
400,115,87,0,17,0,10,3,9,1,3
401,102,82,1,23,0,10,4,3,7,3
402,79,54,2,15,0,10,2,10,5,3
403,88,70,10,14,0,7,1,1,3,3
404,114,95,9,15,0,7,2,0,5,6
405,92,65,11,12,0,71,1,10,2,3
406,112,41,3,9,0,5,1,34,4,3
407,87,64,7,16,0,4,1,9,3,3
408,88,66,0,14,0,9,2,5,1,3
409,145,117,12,14,0,10,2,4,6,6
410,87,63,11,13,0,7,2,6,2,2
411,91,64,10,13,0,9,1,10,3,3
412,93,66,15,11,0,74,2,6,1,2
413,83,58,6,14,0,4,1,8,7,3
414,187,69,0,9,0,3,1,57,3,2
415,89,66,3,17,0,10,3,9,1,3
416,115,83,10,11,0,4,1,11,5,3
417,147,70,6,14,0,1,1,40,3,3
418,83,49,9,12,0,63,2,19,1,3
419,86,67,8,20,0,58,1,6,1,3
420,68,49,0,14,1,2,2,6,2,3
421,96,40,0,13,0,3,2,26,3,6
422,83,60,3,12,0,8,1,11,5,3
423,85,60,4,12,0,5,1,13,4,3
424,103,85,1,15,0,9,1,2,3,3
425,98,72,9,18,0,8,1,11,2,3
426,125,88,10,12,0,5,1,14,6,3
427,83,35,2,10,0,3,1,35,6,3
428,136,113,6,13,0,17,2,0,3,3
429,93,71,4,14,0,4,1,8,4,3
430,118,49,2,9,0,5,1,31,4,3
431,269,90,9,9,0,5,1,86,4,3
432,89,64,12,6,0,6,1,6,3,3
433,93,71,8,12,0,10,1,7,3,3
434,84,50,5,9,0,5,1,17,3,3
435,85,70,4,6,0,2,2,1,5,2
436,111,93,8,15,0,7,2,0,5,6
437,98,80,11,13,0,12,1,0,3,3
438,85,69,7,10,0,5,2,0,4,3
439,87,61,7,12,0,9,1,10,5,3
440,87,71,9,11,0,2,1,1,2,3
441,111,85,6,14,0,12,2,8,7,3
442,88,68,8,6,0,7,1,4,4,3
443,92,68,11,10,0,7,1,7,2,3
444,130,100,12,10,0,12,1,9,2,3
445,85,63,4,12,0,8,1,8,6,3
446,116,84,14,14,0,6,1,8,6,3
447,95,79,5,6,0,2,2,1,5,2
448,118,89,12,15,0,4,1,8,5,3
449,105,74,10,12,0,7,1,12,5,3
450,84,66,9,8,0,13,1,2,3,3
451,141,91,0,12,0,7,12,29,2,3
452,97,70,13,15,0,9,3,6,2,6
453,84,37,1,13,0,8,1,24,3,3
454,124,103,10,17,0,7,1,2,5,3
455,119,84,8,13,0,16,2,17,3,3
456,94,69,12,7,0,8,1,6,3,3
457,119,81,13,11,0,4,2,15,5,5
458,110,62,1,6,0,2,1,18,4,2
459,112,96,7,17,0,7,1,0,5,3
460,128,100,15,6,0,6,1,6,3,3
461,96,54,14,8,0,7,1,20,4,2
462,87,51,0,15,0,4,1,22,10,3
463,89,63,0,13,0,5,2,7,14,6
464,92,47,0,11,0,0,1,15,1,2
465,125,105,9,15,0,9,2,0,5,6
466,99,31,0,9,0,81,1,35,2,4
467,102,79,1,6,0,2,1,2,4,2
468,86,73,4,15,0,7,2,0,4,6
469,192,77,2,7,0,4,1,54,4,3
470,104,87,6,15,0,9,2,0,5,6
471,87,41,0,9,0,7,1,21,3,2
472,95,65,14,11,0,76,2,10,1,2
473,97,58,9,12,0,59,1,23,1,3
474,108,83,11,6,0,7,1,6,4,3
475,110,73,4,10,0,7,2,19,7,2
476,68,55,6,23,1,36,2,0,2,3
477,94,74,4,15,0,6,3,7,3,6
478,98,68,15,13,0,7,2,7,3,3
479,91,65,4,15,0,10,1,12,2,3
480,85,62,8,11,0,66,1,10,1,3
481,100,56,0,7,0,4,1,15,3,2
482,112,83,9,11,0,3,2,8,6,3
483,147,63,0,12,0,3,1,37,2,2
484,249,89,8,9,0,5,1,74,4,3
485,84,58,7,12,0,8,1,10,5,3
486,228,116,8,10,0,4,1,34,4,2
487,117,81,12,11,0,4,1,15,5,3
488,98,76,13,8,0,13,1,2,3,3
489,112,86,8,14,0,11,1,8,6,3
490,87,49,0,15,0,4,1,24,10,3
491,140,96,13,11,0,4,1,20,5,3
492,104,75,10,12,0,65,1,11,4,3
493,123,95,11,12,0,13,1,8,5,3
494,92,74,8,11,0,2,1,0,6,3
495,220,72,8,9,0,5,1,72,4,3
496,101,79,4,14,0,4,1,8,4,3
497,94,57,10,9,0,5,2,20,2,2
498,179,63,4,9,0,5,1,56,4,3
499,115,38,0,9,0,4,1,40,2,2
500,82,69,0,14,1,7,2,0,4,3
501,85,60,10,12,0,65,1,10,1,3
502,108,74,15,12,0,4,1,10,5,3
503,211,75,1,14,0,4,1,65,2,3
504,97,76,8,13,0,9,1,6,3,3
505,96,75,5,14,0,13,1,7,5,3
506,141,86,0,12,0,7,12,34,2,3
507,90,67,5,12,0,6,1,8,6,3
508,94,55,0,13,0,11,1,14,3,2
509,88,43,0,18,0,3,1,36,5,3
510,102,75,10,14,0,5,1,9,4,3
511,83,73,0,17,0,11,3,0,2,3
512,109,77,14,15,0,19,3,10,2,6
513,90,67,9,7,0,5,1,7,3,2
514,106,77,1,10,0,5,2,7,4,2
515,105,65,2,15,0,16,2,17,3,2
516,111,80,8,10,0,7,2,8,2,2
517,101,68,8,15,0,10,1,15,2,3
518,99,72,6,17,0,10,3,10,1,3
519,98,72,13,7,0,1,1,6,3,2
520,135,100,15,10,0,6,1,12,2,3
521,95,69,13,7,0,8,1,6,3,3
522,164,54,4,9,0,4,1,56,4,3
523,97,68,10,10,0,4,1,8,5,3
524,118,88,14,13,0,9,1,9,3,3
525,95,80,8,13,0,20,1,0,3,3
526,94,57,3,10,0,7,1,17,5,2
527,87,53,0,15,0,4,1,20,10,3
528,179,68,1,14,0,4,1,52,2,3
529,100,63,3,10,0,7,1,16,5,2
530,98,82,1,9,0,8,2,0,6,2
531,87,55,0,15,0,4,1,18,10,3
532,178,141,3,16,0,8,4,9,4,6
533,110,92,6,6,0,2,1,1,7,2
534,151,95,0,12,0,7,13,34,2,3
535,97,70,12,9,0,5,2,8,2,2
536,88,63,0,12,0,6,2,8,3,3
537,95,72,6,10,0,65,2,9,1,3
538,89,66,0,14,0,9,2,6,1,3
539,104,64,16,9,0,7,2,17,2,2
540,141,59,3,9,0,17,1,39,3,3
541,123,49,1,9,0,5,1,35,4,3
542,100,38,0,9,0,3,1,30,3,2
543,97,53,5,10,0,5,1,30,5,3
544,87,58,0,11,0,5,2,14,1,3
545,87,53,0,15,0,4,1,20,10,3
546,111,75,8,10,0,7,2,9,2,2
547,83,68,6,9,0,7,1,0,5,3
548,97,70,10,14,0,4,1,8,5,3
549,98,80,11,8,0,13,1,0,3,3
550,104,85,13,11,0,2,1,0,2,3
551,125,88,14,11,0,4,1,14,5,3
552,212,109,3,10,0,7,1,33,3,2
553,255,162,9,10,0,7,2,50,3,2
554,89,65,5,14,0,4,2,8,6,3
555,199,67,4,9,0,5,1,66,4,3
556,87,56,0,15,0,4,1,17,10,3
557,90,64,0,13,0,6,2,7,14,6
558,98,68,14,6,0,2,2,8,3,2
559,88,68,8,6,0,7,1,4,4,3
560,83,56,9,10,0,65,1,13,1,3
561,102,76,13,12,0,7,1,7,2,3
562,92,69,9,8,0,4,1,6,4,3
563,103,64,0,13,0,3,2,12,2,3
564,91,66,0,14,0,10,2,6,3,6
565,98,71,10,14,0,5,1,9,4,3
566,123,82,8,10,0,7,2,14,2,2
567,88,54,2,9,0,8,6,7,2,2
568,95,64,12,15,0,4,1,10,5,3
569,99,74,8,17,0,4,1,8,5,3
570,95,50,0,15,0,5,2,32,2,3
571,87,50,0,15,0,4,1,23,10,3
572,116,86,13,14,0,4,1,8,5,3
573,95,77,8,17,0,7,1,1,5,3
574,106,82,10,10,0,5,1,8,2,3
575,99,32,0,9,0,81,1,34,2,4
576,115,84,14,14,0,4,1,8,5,3
577,99,73,7,14,0,2,2,8,6,3
578,90,57,0,9,0,9,2,17,1,3
579,125,77,1,15,0,16,4,26,3,2
580,89,63,0,13,0,5,2,7,14,6
581,93,67,11,9,0,5,2,8,2,2
582,324,94,10,9,0,4,3,117,4,3
583,126,85,12,9,0,5,1,17,3,3
584,121,98,0,15,0,9,1,4,3,3
585,139,110,17,7,0,8,1,5,3,3
586,86,62,11,13,0,15,2,6,2,2
587,88,63,12,7,0,8,1,6,3,3
588,121,93,11,17,0,7,1,8,5,3
589,95,56,1,6,0,4,1,14,3,2
590,100,83,1,15,0,9,1,2,3,3
591,45,38,0,0,0,3,2,2,3,-1
592,177,69,2,7,0,4,2,52,4,3
593,97,56,11,8,0,7,1,22,4,2
594,253,106,1,11,0,4,2,77,1,3
595,64,47,0,10,0,1,1,4,3,3
596,135,96,0,15,0,16,2,15,3,2
597,99,84,6,15,0,12,2,0,4,6
598,117,76,0,12,0,7,6,26,2,3
599,44,36,0,0,0,6,3,0,5,-1
600,91,64,8,12,0,5,1,10,5,3
601,91,66,13,9,0,7,1,6,2,3
602,92,71,5,9,0,4,1,9,3,3
603,83,66,4,9,0,2,2,1,7,5
604,123,82,8,10,0,7,2,14,2,2
605,86,70,9,12,0,6,2,0,2,3
606,93,44,1,13,0,8,1,23,3,3
607,130,97,12,14,0,7,2,10,6,3
608,85,59,6,14,0,4,2,8,7,3
609,87,62,8,10,0,4,1,8,5,3
610,101,60,1,15,0,4,2,16,5,3
611,87,53,1,15,1,3,3,16,3,3
612,169,131,1,15,0,9,2,9,3,3
613,117,84,14,13,0,4,1,12,3,3
614,94,76,2,21,0,9,3,4,6,6
615,90,62,8,14,0,57,1,13,1,3
616,87,64,8,13,0,4,1,8,3,3
617,87,55,0,15,0,4,1,18,10,3
618,109,82,14,14,0,86,1,7,2,3
619,120,97,7,6,0,8,1,8,4,2
620,92,69,9,8,0,4,1,6,4,3
621,96,73,9,8,0,4,1,6,4,3
622,178,134,2,16,0,6,1,5,1,3
623,149,52,2,7,0,4,1,51,4,3
624,202,70,4,13,0,4,1,68,6,3
625,338,102,10,9,0,4,1,120,4,3
626,83,63,5,14,0,4,1,8,3,3
627,114,93,11,11,0,2,1,0,6,3
628,96,76,8,6,0,7,1,4,4,3
629,103,77,11,10,0,6,1,6,5,3
630,107,64,14,9,0,7,2,22,2,2
631,128,106,0,14,0,8,4,5,1,5
632,136,84,0,13,0,7,5,28,2,3
633,94,69,8,15,0,4,1,8,5,3
